claim_id,source_key
TL:AGO:event:1975:cold-war-intervention,AGO:wiki-civil-war
TL:AGO:event:1975:cold-war-intervention,AGO:blackpast-civil-war
TL:AGO:event:1987:battle-of-cuito-cuanavale,AGO:wiki-civil-war
TL:AGO:event:1987:battle-of-cuito-cuanavale,AGO:blackpast-civil-war
TL:AGO:event:1991:bicesse-accords,AGO:wiki-civil-war
TL:AGO:event:1991:bicesse-accords,AGO:sahistory-civil-war
TL:AGO:event:1992:disputed-elections-and-renewed-war,AGO:blackpast-civil-war
TL:AGO:event:1992:disputed-elections-and-renewed-war,AGO:wiki-civil-war
TL:AGO:event:2002:death-of-savimbi-ends-the-war,AGO:blackpast-civil-war
TL:AGO:event:2002:death-of-savimbi-ends-the-war,AGO:wiki-civil-war
TL:AGO:event:2002:death-of-savimbi-ends-the-war,AGO:sahistory-civil-war
TL:AGO:event:2002:reconstruction-and-the-oil-boom,AGO:britannica-angola
TL:AGO:event:2002:reconstruction-and-the-oil-boom,AGO:wiki-history-angola
TL:AGO:event:2007:angola-joins-opec,AGO:wiki-history-angola
TL:AGO:event:2007:angola-joins-opec,AGO:globalist-dos-santos
TL:AGO:event:2017:lourenco-succeeds-dos-santos,AGO:globalist-dos-santos
TL:AGO:event:2017:lourenco-succeeds-dos-santos,AGO:britannica-dos-santos
TL:ALB:event:800bce:illyrian-and-greek-butrint,ALB:butrint-unesco
TL:ALB:event:800bce:illyrian-and-greek-butrint,ALB:albania-medieval-britannica
TL:ALB:event:167bce:roman-conquest-of-illyria,ALB:albania-medieval-britannica
TL:ALB:event:167bce:roman-conquest-of-illyria,ALB:butrint-unesco
TL:ALB:event:395:byzantine-rule-begins,ALB:albania-medieval-britannica
TL:ALB:event:395:byzantine-rule-begins,ALB:albania-britannica
TL:ALB:event:550:early-christian-butrint,ALB:butrint-unesco
TL:ALB:event:1388:ottoman-invasion-of-albania,ALB:history-of-albania-britannica
TL:ALB:event:1388:ottoman-invasion-of-albania,ALB:albania-medieval-britannica
TL:ALB:event:1443:skanderbeg-s-revolt-and-the-return-to-kruje,ALB:skanderbeg-britannica
TL:ALB:event:1443:skanderbeg-s-revolt-and-the-return-to-kruje,ALB:history-of-albania-britannica
TL:ALB:event:1444:league-of-lezhe,ALB:skanderbeg-britannica
TL:ALB:event:1450:the-sieges-of-kruje,ALB:skanderbeg-britannica
TL:ALB:event:1450:the-sieges-of-kruje,ALB:history-of-albania-britannica
TL:ALB:event:1468:death-of-skanderbeg,ALB:skanderbeg-britannica
TL:ALB:event:1468:death-of-skanderbeg,ALB:history-of-albania-britannica
TL:ALB:event:1479:albania-within-the-ottoman-empire,ALB:history-of-albania-britannica
TL:ALB:event:1479:albania-within-the-ottoman-empire,ALB:albania-britannica
TL:ALB:event:1812:ottoman-towns-of-berat-and-gjirokastra,ALB:berat-gjirokastra-unesco
TL:ALB:event:1844:the-rilindja-national-awakening,ALB:albanian-nationalism-britannica
TL:ALB:event:1844:the-rilindja-national-awakening,ALB:naim-frasheri-britannica
TL:ALB:event:1878:league-of-prizren,ALB:albanian-league-britannica
TL:ALB:event:1878:league-of-prizren,ALB:albanian-nationalism-britannica
TL:ALB:event:1912:declaration-of-independence-at-vlore,ALB:vlore-proclamation-britannica
TL:ALB:event:1912:declaration-of-independence-at-vlore,ALB:qemali-rtsh
TL:ALB:event:1912:declaration-of-independence-at-vlore,ALB:history-of-albania-britannica
TL:ALB:event:1913:conference-of-london-and-the-borders,ALB:treaties-of-london-britannica
TL:ALB:event:1913:conference-of-london-and-the-borders,ALB:qemali-rtsh
TL:ALB:event:1913:conference-of-london-and-the-borders,ALB:history-of-albania-britannica
TL:ALB:event:1925:the-rise-of-zog,ALB:history-of-albania-britannica
TL:ALB:event:1925:the-rise-of-zog,ALB:albania-britannica
TL:ALB:event:1939:italian-invasion-of-albania,ALB:history-of-albania-britannica
TL:ALB:event:1939:italian-invasion-of-albania,ALB:albania-britannica
TL:ALB:event:1939:italian-invasion-of-albania,ALB:albania-us-relations
TL:ALB:event:1944:communist-victory-and-hoxha-in-power,ALB:enver-hoxha-britannica
TL:ALB:event:1944:communist-victory-and-hoxha-in-power,ALB:history-of-albania-britannica
TL:ALB:event:1948:breaks-with-yugoslavia-and-the-ussr,ALB:enver-hoxha-britannica
TL:ALB:event:1967:albania-declared-an-atheist-state,ALB:enver-hoxha-britannica
TL:ALB:event:1967:albania-declared-an-atheist-state,ALB:history-of-albania-britannica
TL:ALB:event:1978:rupture-with-china-and-total-isolation,ALB:enver-hoxha-britannica
TL:ALB:event:1985:death-of-enver-hoxha,ALB:enver-hoxha-britannica
TL:ALB:event:1991:end-of-one-party-rule,ALB:history-of-albania-britannica
TL:ALB:event:1991:end-of-one-party-rule,ALB:albania-britannica
TL:ALB:event:1991:us-albania-relations-resumed,ALB:albania-us-relations
TL:ALB:event:1997:pyramid-scheme-collapse-and-unrest,ALB:history-of-albania-britannica
TL:ALB:event:1997:pyramid-scheme-collapse-and-unrest,ALB:albania-britannica
TL:ALB:event:2008:kosovo-declares-independence,ALB:kosovo-state-history
TL:ALB:event:2008:kosovo-declares-independence,ALB:kosovo-britannica
TL:ALB:event:2009:albania-joins-nato,ALB:nato-albania-accession
TL:ALB:event:2009:albania-joins-nato,ALB:nato-enlargement-crs
TL:ALB:event:2014:eu-candidate-status,ALB:eu-albania-enlargement
TL:AND:event:790:the-charlemagne-tradition-and-the-marca,AND:anthem-andorra
TL:AND:event:790:the-charlemagne-tradition-and-the-marca,AND:andorra-britannica
TL:AND:event:805:christianity-and-carolingian-order,AND:andorra-britannica
TL:AND:event:1133:lordship-of-the-bishop-of-urgell,AND:andorra-britannica
TL:AND:event:1133:lordship-of-the-bishop-of-urgell,AND:statedept-andorra
TL:AND:event:1278:the-first-pareage,AND:andorra-britannica
TL:AND:event:1278:the-first-pareage,AND:summary-britannica
TL:AND:event:1278:the-first-pareage,AND:statedept-andorra
TL:AND:event:1288:the-second-pareage,AND:andorra-britannica
TL:AND:event:1288:the-second-pareage,AND:statedept-andorra
TL:AND:event:1289:the-questia-tribute-and-neutrality,AND:andorra-britannica
TL:AND:event:1289:the-questia-tribute-and-neutrality,AND:coe-andorra
TL:AND:event:1396:self-government-within-divided-lordship,AND:andorra-britannica
TL:AND:event:1396:self-government-within-divided-lordship,AND:casadelavall-andorra
TL:AND:event:1419:founding-of-the-consell-de-la-terra,AND:casadelavall-andorra
TL:AND:event:1419:founding-of-the-consell-de-la-terra,AND:andorra-britannica
TL:AND:event:1607:the-french-crown-becomes-co-prince,AND:statedept-andorra
TL:AND:event:1607:the-french-crown-becomes-co-prince,AND:andorra-britannica
TL:AND:event:1702:the-casa-de-la-vall,AND:casadelavall-andorra
TL:AND:event:1789:neutrality-through-revolution-and-war,AND:andorra-britannica
TL:AND:event:1789:neutrality-through-revolution-and-war,AND:coe-andorra
TL:AND:event:1866:the-new-reform,AND:casadelavall-andorra
TL:AND:event:1866:the-new-reform,AND:andorra-britannica
TL:AND:event:1914:neutral-through-the-first-world-war,AND:andorra-britannica
TL:AND:event:1914:neutral-through-the-first-world-war,AND:coe-andorra
TL:AND:event:1934:boris-skossyreff-king-boris-i,AND:andorra-britannica
TL:AND:event:1934:boris-skossyreff-king-boris-i,AND:statedept-andorra
TL:AND:event:1939:neutral-in-the-second-world-war,AND:andorra-britannica
TL:AND:event:1939:neutral-in-the-second-world-war,AND:coe-andorra
TL:AND:event:1993:the-first-written-constitution,AND:constitute-andorra
TL:AND:event:1993:the-first-written-constitution,AND:andorra-britannica
TL:AND:event:1993:the-first-written-constitution,AND:statedept-andorra
TL:AND:event:1993:admission-to-the-united-nations,AND:un-members
TL:AND:event:1993:admission-to-the-united-nations,AND:coe-andorra
TL:AND:event:1994:member-of-the-council-of-europe,AND:coe-andorra
TL:AND:event:2004:madriu-perafita-claror-valley-inscribed-by,AND:unesco-madriu
TL:AND:event:2011:monetary-agreement-and-the-euro,AND:ecb-andorra
TL:AND:event:2011:monetary-agreement-and-the-euro,AND:eurlex-monetary
TL:AND:event:2024:association-agreement-with-the-eu,AND:eu-association
TL:AND:event:2024:association-agreement-with-the-eu,AND:ep-association
TL:ARE:event:3000bce:hafit-period-tombs-near-jebel-hafit,ARE:unesco-alain
TL:ARE:event:3000bce:hafit-period-tombs-near-jebel-hafit,ARE:unesco-news774
TL:ARE:event:2500bce:the-umm-an-nar-culture-flourishes,ARE:abudhabi-hili
TL:ARE:event:2500bce:the-umm-an-nar-culture-flourishes,ARE:unesco-alain
TL:ARE:event:1000bce:the-aflaj-irrigation-system-at-hili,ARE:unesco-alain
TL:ARE:event:1000bce:the-aflaj-irrigation-system-at-hili,ARE:unesco-news774
TL:ARE:event:630:islam-reaches-the-lower-gulf-coast,ARE:uae-embassy-history
TL:ARE:event:630:islam-reaches-the-lower-gulf-coast,ARE:uae-mofa-history
TL:ARE:event:632:the-battle-of-dibba-in-the-ridda-wars,ARE:uae-embassy-history
TL:ARE:event:1500:portuguese-seize-control-of-the-coast,ARE:uae-mofa-history
TL:ARE:event:1500:portuguese-seize-control-of-the-coast,ARE:loc-gulf-study
TL:ARE:event:1819:britain-breaks-the-qasimi-sea-power,ARE:britannica-qasimi
TL:ARE:event:1819:britain-breaks-the-qasimi-sea-power,ARE:britannica-uae-history
TL:ARE:event:1820:the-general-treaty-of-peace,ARE:britannica-uae-history
TL:ARE:event:1820:the-general-treaty-of-peace,ARE:britannica-qasimi
TL:ARE:event:1853:the-perpetual-maritime-truce,ARE:britannica-perpetual-truce
TL:ARE:event:1853:the-perpetual-maritime-truce,ARE:britannica-uae-history
TL:ARE:event:1892:the-exclusive-agreement-with-britain,ARE:britannica-exclusive
TL:ARE:event:1892:the-exclusive-agreement-with-britain,ARE:britannica-uae-history
TL:ARE:event:1930:collapse-of-the-pearl-trade,ARE:uae-embassy-history
TL:ARE:event:1930:collapse-of-the-pearl-trade,ARE:uae-mofa-history
TL:ARE:event:1962:abu-dhabi-exports-its-first-oil,ARE:uae-embassy-history
TL:ARE:event:1962:abu-dhabi-exports-its-first-oil,ARE:britannica-uae-history
TL:ARE:event:1966:sheikh-zayed-becomes-ruler-of-abu-dhabi,ARE:britannica-zayed
TL:ARE:event:1966:sheikh-zayed-becomes-ruler-of-abu-dhabi,ARE:uae-embassy-history
TL:ARE:event:1968:britain-announces-withdrawal-from-the-gulf,ARE:britannica-uae-history
TL:ARE:event:1968:britain-announces-withdrawal-from-the-gulf,ARE:britannica-rashid
TL:ARE:event:1971:the-united-arab-emirates-is-founded,ARE:uae-portal-history
TL:ARE:event:1971:the-united-arab-emirates-is-founded,ARE:britannica-uae-history
TL:ARE:event:1971:the-united-arab-emirates-is-founded,ARE:britannica-zayed
TL:ARE:event:1972:ras-al-khaimah-joins-the-federation,ARE:uae-mofa-history
TL:ARE:event:1972:ras-al-khaimah-joins-the-federation,ARE:britannica-rasalkhaimah
TL:ARE:event:1973:a-common-currency-and-federal-integration,ARE:britannica-zayed
TL:ARE:event:1973:a-common-currency-and-federal-integration,ARE:britannica-uae-history
TL:ARE:event:2010:the-burj-khalifa-opens-in-dubai,ARE:britannica-uae-history
TL:ARE:event:2010:the-burj-khalifa-opens-in-dubai,ARE:uae-portal-history
TL:ARE:event:2021:the-hope-probe-reaches-mars,ARE:uae-portal-history
TL:ARE:event:2021:the-hope-probe-reaches-mars,ARE:britannica-mbz
TL:ARE:event:2022:mohamed-bin-zayed-elected-president,ARE:britannica-mbz
TL:ARG:event:10000bce:ancient-peopling-of-the-land,ARG:unesco-cueva-manos
TL:ARG:event:10000bce:ancient-peopling-of-the-land,ARG:britannica-argentina
TL:ARG:event:1:diaguita-and-guarani-societies,ARG:britannica-argentina
TL:ARG:event:1516:spanish-reach-the-rio-de-la-plata,ARG:britannica-argentina
TL:ARG:event:1536:first-founding-of-buenos-aires,ARG:britannica-mendoza
TL:ARG:event:1536:first-founding-of-buenos-aires,ARG:britannica-buenos-aires
TL:ARG:event:1580:refounding-of-buenos-aires,ARG:britannica-buenos-aires
TL:ARG:event:1609:jesuit-missions-among-the-guarani,ARG:unesco-jesuit-missions
TL:ARG:event:1609:jesuit-missions-among-the-guarani,ARG:britannica-argentina
TL:ARG:event:1776:viceroyalty-of-the-rio-de-la-plata-created,ARG:britannica-viceroyalty-rdlp
TL:ARG:event:1776:viceroyalty-of-the-rio-de-la-plata-created,ARG:britannica-argentina
TL:ARG:event:1778:free-trade-reforms,ARG:britannica-viceroyalty-rdlp
TL:ARG:event:1806:british-invasions-repelled,ARG:britannica-argentina
TL:ARG:event:1810:the-may-revolution,ARG:britannica-may-revolution
TL:ARG:event:1810:the-may-revolution,ARG:britannica-argentina
TL:ARG:event:1812:belgrano-raises-the-flag,ARG:casarosada-flag
TL:ARG:event:1812:belgrano-raises-the-flag,ARG:britannica-belgrano
TL:ARG:event:1816:declaration-of-independence-at-tucuman,ARG:britannica-congress-tucuman
TL:ARG:event:1816:declaration-of-independence-at-tucuman,ARG:argentine-declaration
TL:ARG:event:1817:san-martin-crosses-the-andes,ARG:britannica-san-martin
TL:ARG:event:1817:san-martin-crosses-the-andes,ARG:britannica-argentina
TL:ARG:event:1820:collapse-of-central-authority,ARG:britannica-argentina
TL:ARG:event:1829:the-rule-of-rosas,ARG:britannica-rosas
TL:ARG:event:1829:the-rule-of-rosas,ARG:britannica-argentina
TL:ARG:event:1852:battle-of-caseros,ARG:britannica-urquiza
TL:ARG:event:1852:battle-of-caseros,ARG:britannica-argentina
TL:ARG:event:1853:the-national-constitution,ARG:britannica-urquiza
TL:ARG:event:1853:the-national-constitution,ARG:britannica-argentina
TL:ARG:event:1878:the-conquest-of-the-desert,ARG:britannica-argentina
TL:ARG:event:1880:mass-european-immigration,ARG:britannica-argentina
TL:ARG:event:1880:mass-european-immigration,ARG:great-immigration-wave
TL:ARG:event:1916:first-election-under-universal-male-suffrage,ARG:britannica-argentina
TL:ARG:event:1930:the-first-military-coup,ARG:britannica-argentina
TL:ARG:event:1946:peron-elected-president,ARG:britannica-juan-peron
TL:ARG:event:1946:peron-elected-president,ARG:britannica-argentina
TL:ARG:event:1955:peron-overthrown,ARG:britannica-juan-peron
TL:ARG:event:1973:peron-s-return-and-death,ARG:britannica-juan-peron
TL:ARG:event:1973:peron-s-return-and-death,ARG:britannica-argentina
TL:ARG:event:1976:military-coup-and-the-dirty-war,ARG:britannica-dirty-war
TL:ARG:event:1976:military-coup-and-the-dirty-war,ARG:britannica-desaparecidos
TL:ARG:event:1982:the-falklands-malvinas-war,ARG:britannica-falklands-war
TL:ARG:event:1982:the-falklands-malvinas-war,ARG:britannica-argentina
TL:ARG:event:1983:return-to-democracy,ARG:britannica-alfonsin
TL:ARG:event:1983:return-to-democracy,ARG:britannica-argentina
TL:ARG:event:1985:nunca-mas-and-the-trial-of-the-juntas,ARG:conadep-nunca-mas
TL:ARG:event:1985:nunca-mas-and-the-trial-of-the-juntas,ARG:britannica-dirty-war
TL:ARG:event:2001:economic-and-political-crisis,ARG:britannica-argentina
TL:ARM:event:782bce:founding-of-erebuni,ARM:britannica-urartu
TL:ARM:event:782bce:founding-of-erebuni,ARM:britannica-yerevan
TL:ARM:event:714bce:urartu-at-its-height,ARM:britannica-urartu
TL:ARM:event:95bce:reign-of-tigranes-the-great,ARM:britannica-tigranes
TL:ARM:event:95bce:reign-of-tigranes-the-great,ARM:whe-tigranes
TL:ARM:event:428:end-of-the-armenian-monarchy,ARM:britannica-armenia-modern
TL:ARM:event:301:armenia-adopts-christianity,ARM:whe-christianization
TL:ARM:event:301:armenia-adopts-christianity,ARM:unesco-echmiatsin
TL:ARM:event:301:armenia-adopts-christianity,ARM:britannica-tiridates
TL:ARM:event:303:mother-cathedral-of-echmiatsin,ARM:unesco-echmiatsin
TL:ARM:event:405:mesrop-mashtots-creates-the-armenian-alphabet,ARM:britannica-alphabet
TL:ARM:event:405:mesrop-mashtots-creates-the-armenian-alphabet,ARM:whe-mashtots
TL:ARM:event:885:bagratid-kingdom-restored,ARM:britannica-bagratid
TL:ARM:event:885:bagratid-kingdom-restored,ARM:britannica-ani
TL:ARM:event:961:ani-becomes-the-bagratid-capital,ARM:britannica-ani
TL:ARM:event:961:ani-becomes-the-bagratid-capital,ARM:unesco-haghpat
TL:ARM:event:1198:kingdom-of-cilician-armenia,ARM:britannica-little-armenia
TL:ARM:event:1375:fall-of-cilician-armenia,ARM:britannica-little-armenia
TL:ARM:event:1828:russia-annexes-eastern-armenia,ARM:britannica-armenia-modern
TL:ARM:event:1915:the-armenian-genocide,ARM:ushmm-armenian
TL:ARM:event:1915:the-armenian-genocide,ARM:britannica-genocide
TL:ARM:event:1918:first-republic-of-armenia,ARM:britannica-armenia-modern
TL:ARM:event:1920:sovietisation-of-armenia,ARM:britannica-armenia-modern
TL:ARM:event:1936:armenian-ssr-established,ARM:britannica-armenia-modern
TL:ARM:event:1988:nagorno-karabakh-dispute-erupts,ARM:britannica-nagorno-karabakh
TL:ARM:event:1988:spitak-earthquake,ARM:britannica-armenia-modern
TL:ARM:event:1991:independence-from-the-soviet-union,ARM:history-state-armenia
TL:ARM:event:1991:independence-from-the-soviet-union,ARM:britannica-armenia-modern
TL:ARM:event:1994:first-nagorno-karabakh-war-ceasefire,ARM:britannica-nagorno-karabakh
TL:ARM:event:2018:the-velvet-revolution,ARM:britannica-armenia-modern
TL:ARM:event:2020:second-nagorno-karabakh-war,ARM:britannica-nagorno-karabakh
TL:ARM:event:2023:azerbaijani-offensive-and-the-karabakh-exodus,ARM:britannica-nagorno-karabakh
TL:AUS:event:65000bce:aboriginal-peoples-settle-the-continent,AUS:brit-aboriginal
TL:AUS:event:65000bce:aboriginal-peoples-settle-the-continent,AUS:nma-aboriginal
TL:AUS:event:50000bce:settlement-across-the-whole-continent,AUS:brit-aboriginal
TL:AUS:event:1500bce:hundreds-of-nations-and-languages,AUS:brit-aboriginal
TL:AUS:event:1500bce:hundreds-of-nations-and-languages,AUS:nma-aboriginal
TL:AUS:event:1770:cook-charts-and-claims-the-east-coast,AUS:nma-cook
TL:AUS:event:1770:cook-charts-and-claims-the-east-coast,AUS:brit-australia
TL:AUS:event:1788:the-first-fleet-founds-the-penal-colony,AUS:nma-first-fleet
TL:AUS:event:1788:the-first-fleet-founds-the-penal-colony,AUS:brit-australia
TL:AUS:event:1789:smallpox-devastates-aboriginal-peoples,AUS:brit-australia
TL:AUS:event:1789:smallpox-devastates-aboriginal-peoples,AUS:nma-aboriginal
TL:AUS:event:1824:the-frontier-wars,AUS:brit-australia
TL:AUS:event:1824:the-frontier-wars,AUS:nma-aboriginal
TL:AUS:event:1851:gold-rushes-begin,AUS:brit-gold-rushes
TL:AUS:event:1851:gold-rushes-begin,AUS:nma-eureka
TL:AUS:event:1854:eureka-stockade,AUS:nma-eureka
TL:AUS:event:1854:eureka-stockade,AUS:brit-gold-rushes
TL:AUS:event:1901:federation-creates-the-commonwealth-of-australia,AUS:nma-federation
TL:AUS:event:1901:federation-creates-the-commonwealth-of-australia,AUS:naa-federation
TL:AUS:event:1901:federation-creates-the-commonwealth-of-australia,AUS:brit-australia
TL:AUS:event:1901:immigration-restriction-act-and-white-australia,AUS:naa-immigration-restriction
TL:AUS:event:1901:immigration-restriction-act-and-white-australia,AUS:brit-australia
TL:AUS:event:1902:women-win-the-federal-vote,AUS:brit-australia
TL:AUS:event:1902:women-win-the-federal-vote,AUS:nma-federation
TL:AUS:event:1915:gallipoli-landing-and-the-anzac-legend,AUS:awm-immigration-restriction
TL:AUS:event:1915:gallipoli-landing-and-the-anzac-legend,AUS:brit-australia
TL:AUS:event:1910:the-stolen-generations,AUS:nma-apology
TL:AUS:event:1910:the-stolen-generations,AUS:brit-australia
TL:AUS:event:1942:bombing-of-darwin,AUS:brit-australia
TL:AUS:event:1945:post-war-mass-immigration,AUS:naa-immigration-restriction
TL:AUS:event:1945:post-war-mass-immigration,AUS:brit-australia
TL:AUS:event:1967:the-1967-referendum,AUS:moadoph-1967
TL:AUS:event:1967:the-1967-referendum,AUS:brit-australia
TL:AUS:event:1986:australia-act-and-full-legal-independence,AUS:brit-australia
TL:AUS:event:1992:mabo-decision-overturns-terra-nullius,AUS:aiatsis-mabo
TL:AUS:event:1992:mabo-decision-overturns-terra-nullius,AUS:brit-australia
TL:AUS:event:2008:national-apology-to-the-stolen-generations,AUS:nma-apology
